fight_id,event_id,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,gender,result,result_details,finish_round,finish_time,fight_url
4486,432,Leon Roberts,1096.0,2362.0,2362.0,3,F,Lightweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/fe9ee00fa47dd7b3
4485,432,Grant Waterman,2816.0,598.0,598.0,3,F,Heavyweight,M,Submission,Rear Naked Choke,2,4:29,http://ufcstats.com/fight-details/2fd0c6d914b77205
4484,431,Herb Dean,2304.0,828.0,2304.0,5,T,Women's Featherweight,F,KO/TKO,Punches to Head On Ground,1,3:25,http://ufcstats.com/fight-details/4960379abe6ed525
4483,431,Jason Herzog,3122.0,1377.0,1377.0,3,F,Featherweight,M,KO/TKO,Punch to Head In Clinch,1,4:44,http://ufcstats.com/fight-details/2361b51aa72e5551
4482,431,Mark Smith,1426.0,590.0,1426.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/efe055854f19a1d7
4481,431,Herb Dean,509.0,3942.0,3942.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/bfb7d17161aec938
4480,431,Jason Herzog,7.0,246.0,246.0,3,F,Women's Bantamweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/1f52e665587dc645
4479,431,Chris Tognoni,54.0,3239.0,3239.0,3,F,Women's Strawweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/ead2ca0d2afb46be
4478,431,Jason Herzog,3296.0,2576.0,2576.0,3,F,Lightweight,M,KO/TKO,Punch to Head At Distance,1,0:42,http://ufcstats.com/fight-details/9e21a8dea9663e26
4477,431,Chris Tognoni,3196.0,1571.0,3196.0,3,F,Bantamweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/c73b81e7c1c1cccc
4476,431,Mark Smith,3191.0,1991.0,3191.0,3,F,Middleweight,M,DQ,Punches After the Round by Lombard,1,5:00,http://ufcstats.com/fight-details/6c2f05c47f494e15
4475,431,Herb Dean,1143.0,1364.0,1364.0,3,F,Welterweight,M,KO/TKO,Punches to Head From Half Guard,1,2:34,http://ufcstats.com/fight-details/c6c975ca66a7f91a
4474,431,Chris Tognoni,3552.0,559.0,559.0,3,F,Bantamweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/12a64dfb8147566b
4473,431,Mark Smith,2358.0,1684.0,2358.0,3,F,Light Heavyweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/84f236d6c57d7cfb
4472,430,Dan Miragliotta,3087.0,542.0,542.0,5,F,Featherweight,M,KO/TKO,Punch to Head In Clinch,2,1:35,http://ufcstats.com/fight-details/519dcb290e6db845
4471,430,Kevin MacDonald,3976.0,375.0,3976.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/4d9d371b8db6fb91
4470,430,Jorge Alonso,898.0,2105.0,2105.0,3,F,Light Heavyweight,M,Submission,Guillotine Choke Standing,1,3:48,http://ufcstats.com/fight-details/9c79433a4686f3fc
4469,430,Andrew Glenn,1240.0,2721.0,2721.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/424a20da52b4f956
4468,430,Dan Miragliotta,3868.0,2260.0,2260.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/e22a887ce4ab30eb
4467,430,Kevin MacDonald,1756.0,1070.0,1070.0,3,F,Women's Bantamweight,F,Submission,Triangle Choke On Ground,2,3:40,http://ufcstats.com/fight-details/3cf4582b48302bb6
4466,430,Jorge Alonso,1596.0,2552.0,2552.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/037c68d03c970609
4465,430,Andrew Glenn,803.0,2321.0,2321.0,3,F,Welterweight,M,KO/TKO,Punch to Head In Clinch,2,2:38,http://ufcstats.com/fight-details/093ebd3375591101
4464,430,Dan Miragliotta,3999.0,1173.0,3999.0,3,F,Light Heavyweight,M,KO/TKO,Punch to Head At Distance,1,4:23,http://ufcstats.com/fight-details/04970dfa4d531e39
4463,430,Kevin MacDonald,80.0,3201.0,80.0,3,F,Bantamweight,M,Submission,Arm Triangle From Side Control,3,2:32,http://ufcstats.com/fight-details/bf8f747e57d6d1c7
4462,430,Jorge Alonso,733.0,1247.0,1247.0,3,F,Flyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0f2611c3ec4661dd
4461,430,Andrew Glenn,1615.0,3789.0,3789.0,3,F,Bantamweight,M,Submission,Guillotine Choke After Drop to Ground,2,2:33,http://ufcstats.com/fight-details/0328754c15ecd37c
4460,429,Herb Dean,3499.0,1751.0,3499.0,5,F,Welterweight,M,KO/TKO,Punch to Head In Clinch,1,4:58,http://ufcstats.com/fight-details/8f7a73d05387b159
4459,429,Dan Miragliotta,2034.0,330.0,2034.0,3,F,Heavyweight,M,KO/TKO,Punch to Head In Clinch,3,2:48,http://ufcstats.com/fight-details/f73dfeb48b09e6a6
4458,429,Kerry Hatley,250.0,358.0,250.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/6ae96d1de3bb0506
4457,429,Jacob Montalvo,4004.0,1697.0,1697.0,3,F,Welterweight,M,KO/TKO,Knee to Head In Clinch,2,4:17,http://ufcstats.com/fight-details/357a5bc5de4f545d
4456,429,Dan Miragliotta,1232.0,3282.0,3282.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/a8d189f56de9b451
4455,429,Kerry Hatley,1450.0,2764.0,1450.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/aeac1209f15157ed
4454,429,Dan Miragliotta,2773.0,3007.0,3007.0,3,F,Lightweight,M,KO/TKO,Punch to Head In Clinch,1,1:58,http://ufcstats.com/fight-details/07f234a488661125
4453,429,Jacob Montalvo,1503.0,3579.0,1503.0,3,F,Welterweight,M,Submission,Rear Naked Choke,1,2:48,http://ufcstats.com/fight-details/4335683beee93652
4452,429,Herb Dean,861.0,865.0,861.0,3,F,Flyweight,M,Submission,Rear Naked Choke,1,1:50,http://ufcstats.com/fight-details/6f981a44898fb4ff
4451,429,Jacob Montalvo,1610.0,1153.0,1153.0,3,F,Women's Bantamweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0bfb221a0944f8e0
4450,429,Herb Dean,3621.0,1597.0,1597.0,3,F,Welterweight,M,Submission,Guillotine Choke After Drop to Guard,1,2:12,http://ufcstats.com/fight-details/5edd1cd479f3919e
4449,429,Kerry Hatley,1205.0,128.0,1205.0,3,F,Middleweight,M,KO/TKO,Punch to Head At Distance,1,1:54,http://ufcstats.com/fight-details/d07dd6239afe1cb0
4448,428,Marc Goddard,960.0,990.0,960.0,5,T,Middleweight,M,KO/TKO,Punch to Head At Distance,3,1:48,http://ufcstats.com/fight-details/9444cfe0c7c0f6a7
4447,428,John Sharp,2473.0,3752.0,3752.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/cd67f6ddb2920193
4446,428,Steve Perceval,342.0,3923.0,342.0,3,F,Heavyweight,M,KO/TKO,Elbow to Head In Clinch,1,2:18,http://ufcstats.com/fight-details/3112430100d2d0be
4445,428,Mark Simpson,1810.0,2029.0,1810.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0d7dc1ed5eb995e4
4444,428,Peter Hickmott,1280.0,902.0,1280.0,3,F,Light Heavyweight,M,Submission,Kimura On Ground,1,3:54,http://ufcstats.com/fight-details/b6e086dd8093355d
4443,428,John Sharp,3653.0,1945.0,1945.0,3,F,Lightweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/6cb9bc7c86ae43b9
4442,428,Steve Perceval,135.0,4089.0,4089.0,3,F,Middleweight,M,KO/TKO,Punches to Head At Distance,2,3:37,http://ufcstats.com/fight-details/1cd5d5e271b646a3
4441,428,Marc Goddard,227.0,2252.0,227.0,3,F,Featherweight,M,KO/TKO,Punches to Head From Half Guard,2,4:57,http://ufcstats.com/fight-details/f3a60ca18747aeac
4440,428,Peter Hickmott,2955.0,1483.0,2955.0,3,F,Flyweight,M,Submission,"Rear Naked Choke
      Technical Submission",3,1:43,http://ufcstats.com/fight-details/f8fce67abe0ab922
4439,428,John Sharp,1284.0,2544.0,1284.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/e8f2902be7b350ad
4438,428,Marc Goddard,2439.0,1131.0,1131.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/58286d3126cc5263
4437,428,Mark Simpson,2311.0,4100.0,2311.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/194d3950076b2f83
4436,427,Marc Goddard,1934.0,3985.0,1934.0,5,F,Middleweight,M,Decision,Split,5,5:00,http://ufcstats.com/fight-details/420dd305cd1d062f
4435,427,Mario Yamasaki,730.0,3589.0,730.0,3,F,Women's Flyweight,F,Submission,Rear Naked Choke,2,4:25,http://ufcstats.com/fight-details/10f5bb70feb1df53
4434,427,Marc Goddard,1166.0,2727.0,1166.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/ee1c1e9037fee21e
4433,427,Osiris Maia,2360.0,2807.0,2360.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0da43c3ec0e11650
4432,427,Camila Albuquerque,672.0,263.0,672.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/a0ec4eac058e6050
4431,427,Marc Goddard,832.0,632.0,832.0,3,F,Middleweight,M,KO/TKO,Kick to Body At Distance,2,1:03,http://ufcstats.com/fight-details/bc767f1eb6176dfb
4430,427,Eduardo Herdy,1621.0,1752.0,1621.0,3,F,Welterweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/eb0f7127f22457e9
4429,427,Mario Yamasaki,1298.0,2678.0,1298.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/59b384dcc3ab49b2
4428,427,Camila Albuquerque,538.0,252.0,252.0,3,F,Women's Strawweight,F,Submission,Rear Naked Choke,1,3:50,http://ufcstats.com/fight-details/7bfb92f7ea59dbbd
4427,427,Osiris Maia,4057.0,592.0,4057.0,3,F,Bantamweight,M,KO/TKO,Punches to Head At Distance,1,1:06,http://ufcstats.com/fight-details/fa77134e0d90da3b
4426,427,Eduardo Herdy,2997.0,1614.0,2997.0,3,F,Flyweight,M,KO/TKO,Punches to Head At Distance,2,4:34,http://ufcstats.com/fight-details/1fd5bf36c42ff1a2
4425,426,Dan Miragliotta,587.0,3643.0,587.0,5,F,Middleweight,M,KO/TKO,Kick to Head At Distance,1,3:50,http://ufcstats.com/fight-details/3a94bf34e62ae5fd
4424,426,Kevin MacDonald,3790.0,2991.0,2991.0,3,F,Featherweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/27901ef9e82d5690
4423,426,Donnie Jessup,1035.0,2831.0,2831.0,3,F,Lightweight,M,KO/TKO,Punches to Head From Back Control,1,4:46,http://ufcstats.com/fight-details/d571486369996a39
4422,426,Joseph Hawes,3200.0,3582.0,3200.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f23e2bed86b62462
4421,426,Dan Miragliotta,2193.0,2728.0,2728.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/04a1c5b7993fe4d5
4420,426,Kevin MacDonald,3816.0,1261.0,3816.0,3,F,Featherweight,M,KO/TKO,Punch to Body At Distance,1,2:47,http://ufcstats.com/fight-details/b8648b32caf36c5a
4419,426,Donnie Jessup,3467.0,957.0,3467.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/c5f0c83e303d80bf
4418,426,Joseph Hawes,1862.0,2017.0,1862.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/5a096f2acb44c776
4417,426,Dan Miragliotta,2209.0,2225.0,2225.0,3,F,Women's Flyweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/6e65bec924996b5a
4416,426,Kevin MacDonald,1209.0,688.0,1209.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/ce4314886c57718b
4415,426,Donnie Jessup,1161.0,498.0,1161.0,3,F,Welterweight,M,Submission,Rear Naked Choke,2,4:21,http://ufcstats.com/fight-details/4fcbee643660d679
4414,426,Joseph Hawes,3939.0,857.0,857.0,3,F,Featherweight,M,KO/TKO,Punches to Body At Distance,2,3:48,http://ufcstats.com/fight-details/fa7cde1e2d3ae338
4413,425,Herb Dean,1677.0,1484.0,1677.0,5,T,Heavyweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/8238f9d2fd961757
4412,425,Kevin MacDonald,3396.0,1417.0,3396.0,5,T,Light Heavyweight,M,KO/TKO,Punches to Head From Crucifix,2,2:00,http://ufcstats.com/fight-details/9f96d11017f9c824
4411,425,Dan Miragliotta,2272.0,3622.0,2272.0,3,F,Featherweight,M,KO/TKO,Punch to Head In Clinch,3,0:32,http://ufcstats.com/fight-details/5f617d6c19d3a281
4410,425,Steve Rita,241.0,3842.0,241.0,3,F,Light Heavyweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/5cf56c22cbc24758
4409,425,Herb Dean,4021.0,2961.0,2961.0,3,F,Bantamweight,M,KO/TKO,Kick to Head In Clinch,2,2:24,http://ufcstats.com/fight-details/889207e3c622a5aa
4408,425,Kevin MacDonald,3745.0,3282.0,3745.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/ea66be2688f542be
4407,425,Steve Rita,2521.0,1093.0,1093.0,3,F,Welterweight,M,KO/TKO,Punch to Head At Distance,1,3:47,http://ufcstats.com/fight-details/f91709b071e8295a
4406,425,Dan Miragliotta,1374.0,1329.0,1374.0,3,F,Flyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0990ac7065412e76
4405,425,Kevin MacDonald,2464.0,3949.0,3949.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/50385add37239184
4404,425,Steve Rita,3780.0,3839.0,3839.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/1b0fa021b1158121
4403,425,Dan Miragliotta,1895.0,397.0,1895.0,3,F,Lightweight,M,KO/TKO,Punch to Head At Distance,1,0:57,http://ufcstats.com/fight-details/b9726184624ac076
4402,424,Keith Peterson,542.0,3472.0,542.0,5,F,Featherweight,M,KO/TKO,Punch to Head At Distance,2,2:36,http://ufcstats.com/fight-details/51e684bfce8d94aa
4401,424,Mario Yamasaki,286.0,3447.0,3447.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0820a29a03d58282
4400,424,Keith Peterson,310.0,1743.0,310.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f767243bb48ab9d7
4399,424,Dan Miragliotta,3103.0,2364.0,3103.0,3,F,Featherweight,M,Submission,Rear Naked Choke,2,2:22,http://ufcstats.com/fight-details/d85c76a61a820be9
4398,424,Mario Yamasaki,2168.0,152.0,2168.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/3b1453df439a5024
4397,424,Dan Miragliotta,2926.0,1066.0,1066.0,3,F,Lightweight,M,KO/TKO,Punch to Head At Distance,1,1:00,http://ufcstats.com/fight-details/4843f369dc8b5de5
4396,424,Mario Yamasaki,3788.0,4053.0,4053.0,3,F,Women's Bantamweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/738e0ccad2c9224b
4395,424,Marc Wasem,2286.0,3563.0,2286.0,3,F,Bantamweight,M,Submission,Triangle Choke From Bottom,1,4:53,http://ufcstats.com/fight-details/1bf1a6fc9c9acc26
4394,424,Dan Miragliotta,3029.0,3043.0,3043.0,3,F,Women's Flyweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/f8bb0aed83bd8638
4393,424,Keith Peterson,431.0,4049.0,4049.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/9f10afab94cafc45
4392,424,Marc Wasem,3619.0,843.0,3619.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/c4ecf4b894ccbced
4391,423,Herb Dean,2304.0,2529.0,2304.0,5,T,Women's Featherweight,F,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/279b4190d9ef1379
4390,423,John McCarthy,1436.0,3863.0,1436.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/a88a4c126d585320
4389,423,Herb Dean,2512.0,3229.0,2512.0,3,F,Lightweight,M,Submission,Guillotine Choke After Drop to Ground,3,0:42,http://ufcstats.com/fight-details/3d76ed7e224e9c99
4388,423,Chris Tognoni,3584.0,3063.0,3063.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f77e3c681fe1b04e
4387,423,John McCarthy,3417.0,1915.0,1915.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/c381ad2c0bf34dd9
4386,423,John McCarthy,2305.0,2817.0,2305.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/147d2ab0230af48d
4385,423,John McCarthy,621.0,1478.0,1478.0,3,F,Flyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/7e9ed49a1831056f
4384,423,Chris Tognoni,3100.0,3270.0,3100.0,3,F,Bantamweight,M,Submission,Anaconda Choke On Ground,2,1:41,http://ufcstats.com/fight-details/8f40ac90544d0003
4383,422,Herb Dean,2097.0,3185.0,3185.0,5,F,Welterweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/d9375ede2ec2f924
4382,422,Jerin Valel,2124.0,3087.0,3087.0,3,F,Featherweight,M,KO/TKO,Punch to Head At Distance,1,4:33,http://ufcstats.com/fight-details/6f350d91fb07a819
4381,422,Yves Lavigne,1183.0,1240.0,1183.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/11b8d7e801713abc
4380,422,Dan Miragliotta,427.0,3455.0,427.0,3,F,Light Heavyweight,M,KO/TKO,Punches to Head From Back Control,1,2:45,http://ufcstats.com/fight-details/e83046dd074ec0fa
4379,422,Herb Dean,3562.0,3762.0,3762.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/01619207a811ef01
4378,422,Jerin Valel,1858.0,536.0,1858.0,3,F,Middleweight,M,Submission,Guillotine Choke From Front Headlock,2,2:42,http://ufcstats.com/fight-details/535b8e5494cbc580
4377,422,Yves Lavigne,2114.0,3741.0,2114.0,3,F,Welterweight,M,KO/TKO,Punches to Head From Mount,1,4:10,http://ufcstats.com/fight-details/5b8d693bd1780102
4376,422,Jerin Valel,456.0,1004.0,456.0,3,F,Welterweight,M,KO/TKO,Kick to Head At Distance,1,0:59,http://ufcstats.com/fight-details/71dc4379c738450f
4375,422,Dan Miragliotta,1896.0,351.0,1896.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/9a1a57b0abcd4599
4374,422,Herb Dean,3233.0,3876.0,3233.0,3,F,Middleweight,M,KO/TKO,Knee to Head In Clinch,2,2:14,http://ufcstats.com/fight-details/1e3c67921162561d
4373,422,Yves Lavigne,1737.0,693.0,1737.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/a6fbd8964400dd89
4372,421,Mike Beltran,484.0,1377.0,1377.0,5,F,Featherweight,M,Submission,Guillotine Choke Standing,2,3:22,http://ufcstats.com/fight-details/1d166488129030d0
4371,421,Mark Smith,2198.0,3803.0,3803.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0a444f30cae13d8f
4370,421,Mike Bell,1620.0,541.0,1620.0,3,F,Bantamweight,M,KO/TKO,Knee to Head At Distance,1,1:07,http://ufcstats.com/fight-details/1aaa1a9ceecd6063
4369,421,Mike Beltran,2522.0,2510.0,2522.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/6fe21a4cb2d839fd
4368,421,Mark Smith,3985.0,1246.0,3985.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/c9e19742c4146bff
4367,421,Mike Bell,1615.0,1975.0,1975.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/bc84680df666c96d
4366,421,Frank Trigg,3284.0,3541.0,3284.0,3,F,Women's Flyweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/10a1947cb3feabc1
4365,421,Josh Rosenthal,859.0,590.0,590.0,3,F,Bantamweight,M,KO/TKO,Punches to Head At Distance,2,1:06,http://ufcstats.com/fight-details/fbce8f52689bce87
4364,421,Mark Lawley,2376.0,1247.0,1247.0,3,F,Bantamweight,M,Submission,Anaconda Choke On Ground,2,1:54,http://ufcstats.com/fight-details/061081f46950fdb0
4363,421,Frank Trigg,903.0,3136.0,903.0,3,F,Bantamweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/ab853176cfe20b01
4362,421,Josh Rosenthal,1250.0,4057.0,1250.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/1ed266bed8005bbe
4361,421,Mark Lawley,2710.0,1107.0,1107.0,3,F,Lightweight,M,Submission,Rear Naked Choke,3,0:50,http://ufcstats.com/fight-details/f9536ea60551b840
4360,421,Frank Trigg,1492.0,2834.0,2834.0,3,F,Middleweight,M,KO/TKO,Punches to Head At Distance,3,2:27,http://ufcstats.com/fight-details/7a57289563f9d974
4359,420,Herb Dean,2532.0,4050.0,2532.0,5,T,Featherweight,M,KO/TKO,Punches to Head On Ground,3,4:51,http://ufcstats.com/fight-details/21f7fc538ea646e8
4358,420,Dan Miragliotta,1361.0,1484.0,1484.0,3,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,1,1:42,http://ufcstats.com/fight-details/4712708adb1507aa
4357,420,Keith Peterson,3502.0,1224.0,3502.0,3,F,Flyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/cc2809e10315a6b5
4356,420,Herb Dean,4007.0,2902.0,4007.0,3,F,Lightweight,M,KO/TKO,Knee to Head In Clinch,3,3:59,http://ufcstats.com/fight-details/23e5acd1549b538a
4355,420,Keith Peterson,375.0,179.0,375.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/ea674e0285fb77f5
4354,420,Dan Miragliotta,1401.0,3023.0,3023.0,3,F,Lightweight,M,KO/TKO,Elbows to Head From Guard,2,4:06,http://ufcstats.com/fight-details/c83487136636e9bf
4353,420,Bobby  Wombacher,1398.0,1751.0,1751.0,3,F,Welterweight,M,KO/TKO,Punches to Head At Distance,3,2:02,http://ufcstats.com/fight-details/54c5284c1b792912
4352,420,Herb Dean,417.0,2201.0,417.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/676320a61f800f10
4351,420,Bobby  Wombacher,2568.0,3521.0,2568.0,3,F,Women's Strawweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/1a502852b706f674
4350,420,Keith Peterson,3403.0,1916.0,3403.0,3,F,Women's Strawweight,F,KO/TKO,Punches to Head From Back Control,2,4:34,http://ufcstats.com/fight-details/6c25f8fd66f16d7e
4349,420,Herb Dean,2521.0,1093.0,1093.0,3,F,Welterweight,M,KO/TKO,Punches to Head At Distance,1,4:21,http://ufcstats.com/fight-details/6aea6d3e6944999c
4348,420,Bobby  Wombacher,2218.0,1065.0,1065.0,3,F,Light Heavyweight,M,Submission,Rear Naked Choke,1,3:39,http://ufcstats.com/fight-details/a3b7cbdb6d2607f4
4347,420,Dan Miragliotta,122.0,3350.0,122.0,3,F,Heavyweight,M,KO/TKO,Punch to Head At Distance,1,2:33,http://ufcstats.com/fight-details/40d9b5b47acf260b
4346,419,John McCarthy,1630.0,1648.0,1630.0,5,T,Women's Flyweight,F,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/2f1f16c86a8cc6e2
4345,419,Herb Dean,1426.0,190.0,1426.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/c11b2cbe2460db0c
4344,419,John McCarthy,2519.0,1554.0,1554.0,3,F,Women's Flyweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/dd0c8e9880c6fa24
4343,419,Herb Dean,570.0,1741.0,1741.0,3,F,Middleweight,M,KO/TKO,Kick to Body At Distance,2,2:18,http://ufcstats.com/fight-details/52db9c816eb99800
4342,419,Mark Smith,592.0,2374.0,2374.0,3,F,Bantamweight,M,Submission,Calf Slicer On Ground,1,0:30,http://ufcstats.com/fight-details/37835a0f9bbb4d4e
4341,419,Chris Tognoni,1861.0,3271.0,3271.0,3,F,Women's Flyweight,F,Submission,Armbar On Ground,1,2:00,http://ufcstats.com/fight-details/f9830f1c23ac92d0
4340,419,Mark Smith,862.0,2409.0,2409.0,3,F,Middleweight,M,KO/TKO,Punch to Head At Distance,3,0:58,http://ufcstats.com/fight-details/b40bed83fc062380
4339,419,Chris Tognoni,2850.0,1368.0,1368.0,3,F,Women's Flyweight,F,Submission,Armbar From Bottom Guard,1,1:40,http://ufcstats.com/fight-details/8b79a80f775d9f03
4338,419,Mark Smith,3824.0,3199.0,3199.0,3,F,Women's Flyweight,F,KO/TKO,Punch to Head In Clinch,2,2:53,http://ufcstats.com/fight-details/f0e0effb1b2de6ae
4337,419,Chris Tognoni,1001.0,145.0,1001.0,3,F,Women's Flyweight,F,Submission,Armbar On Ground,1,2:12,http://ufcstats.com/fight-details/1eccf793b54b84f8
4336,418,Marc Goddard,3767.0,2861.0,2861.0,5,F,Middleweight,M,KO/TKO,Punch to Head At Distance,1,2:30,http://ufcstats.com/fight-details/32ad75f6c8ca7e9f
4335,418,Herb Dean,2029.0,1364.0,2029.0,3,F,Welterweight,M,KO/TKO,Punches to Head At Distance,1,2:57,http://ufcstats.com/fight-details/52bae6f01ea9f926
4334,418,Steve Perceval,2707.0,3591.0,2707.0,3,F,Featherweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/62eaf9f2436bef25
4333,418,John Sharp,883.0,2873.0,2873.0,3,F,Welterweight,M,Submission,Rear Naked Choke,2,3:22,http://ufcstats.com/fight-details/9f428684f3db247f
4332,418,Marc Goddard,1908.0,1619.0,1908.0,3,F,Featherweight,M,Submission,Anaconda Choke On Ground,3,4:30,http://ufcstats.com/fight-details/4ba97e13df33388b
4331,418,Herb Dean,607.0,1516.0,607.0,3,F,Welterweight,M,KO/TKO,Punches to Head At Distance,1,0:15,http://ufcstats.com/fight-details/43ae6a9daa51ed93
4330,418,Thomas Fan,3327.0,69.0,69.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/47628ab025f19796
4329,418,John Sharp,606.0,2291.0,606.0,3,F,Featherweight,M,Submission,Guillotine Choke From Front Headlock,1,4:16,http://ufcstats.com/fight-details/c8609059d2d87724
4328,418,Steve Perceval,731.0,4102.0,4102.0,3,F,Heavyweight,M,KO/TKO,Punches to Head At Distance,1,1:24,http://ufcstats.com/fight-details/4d5c3ddc740b89ca
4327,418,Marc Goddard,88.0,1796.0,1796.0,3,F,Women's Bantamweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/e5fbb99bc3907516
