fighter_id,fighter_f_name,fighter_l_name,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url
2005,Philipe,Lins,Monstro,187.96,205.0,198.12,Orthodox,1985-08-17,17,5,0,,http://ufcstats.com/fighter-details/53c943c873cffe90
2004,Ariane,Lipski,Queen of Violence,167.64,125.0,170.18,Orthodox,1994-01-26,16,8,0,,http://ufcstats.com/fighter-details/6551c64fbcd1a467
2003,Tainara,Lisboa,Thai Panther,170.18,135.0,170.18,Orthodox,1991-03-02,6,2,0,,http://ufcstats.com/fighter-details/2c5f5749569eef66
2002,Dean,Lister,The Boogeyman,185.42,185.0,190.5,Orthodox,1976-02-13,13,7,0,,http://ufcstats.com/fighter-details/68c6cd5287b473a7
2001,Wesley,Little,,193.04,205.0,,,,4,8,0,,http://ufcstats.com/fighter-details/008c6e1a25751575
2000,James,Llontop,Goku,182.88,155.0,185.42,Orthodox,1999-08-02,14,2,0,,http://ufcstats.com/fighter-details/93b2b7caa457cbea
1999,Abner,Lloveras,Skullman,180.34,155.0,,,1982-09-04,20,9,1,,http://ufcstats.com/fighter-details/6448e57a9533b7e4
1998,Brian,Lo-A-Njoe,,170.18,155.0,,Orthodox,,6,10,3,,http://ufcstats.com/fighter-details/7abce81b72fbbd9b
1997,John,Lober,The Machine,180.34,199.0,,Orthodox,1968-02-26,5,9,4,,http://ufcstats.com/fighter-details/31652c9267606d54
1996,Artem,Lobov,The Russian Hammer,175.26,145.0,165.1,Southpaw,1986-08-11,13,15,1,1.0,http://ufcstats.com/fighter-details/02f2a9702ba3d167
1995,Dylan,Lockard,,175.26,145.0,182.88,Orthodox,1992-05-19,6,2,0,,http://ufcstats.com/fighter-details/9caa254991a5a698
1994,Sean,Loeffler,The Destroyer,190.5,185.0,,Orthodox,1982-05-23,31,5,0,,http://ufcstats.com/fighter-details/d3d1ff3f3dfa0931
1993,Christian,Lohsen,Hollywood,187.96,155.0,195.58,Southpaw,1995-01-24,4,2,0,,http://ufcstats.com/fighter-details/4ab36d70d1b28b58
1992,David,Loiseau,The Crow,182.88,185.0,193.04,Orthodox,1979-12-17,23,11,0,,http://ufcstats.com/fighter-details/22e47b53e4ceb27c
1991,Hector,Lombard,,175.26,185.0,180.34,Southpaw,1978-02-02,34,10,1,2.0,http://ufcstats.com/fighter-details/db1f2ed63b54b9a7
1990,Michael,Lombardo,The Don,182.88,170.0,182.88,Orthodox,1990-04-03,11,2,0,1.0,http://ufcstats.com/fighter-details/6d6b9a6cb063b60d
1989,Rocky,Long,,,145.0,,,1978-02-18,21,37,1,,http://ufcstats.com/fighter-details/10e04e5e81f391a0
1988,Thomas,Longacre,,175.26,145.0,,Orthodox,,6,1,0,,http://ufcstats.com/fighter-details/989be26791d0aad4
1987,Loma,Lookboonmee,,154.94,115.0,154.94,Orthodox,1996-01-18,8,3,0,,http://ufcstats.com/fighter-details/4e30e4250cb08b61
1986,Ange,Loosa,The Last Ninja,177.8,170.0,187.96,Orthodox,1993-03-18,10,3,0,,http://ufcstats.com/fighter-details/1497e735d9f2560a
1985,Lucas,Lopes,,187.96,185.0,,,1979-10-05,29,19,0,,http://ufcstats.com/fighter-details/1f70dd67ad507990
1984,Dileno,Lopes,,165.1,135.0,,,1984-09-26,19,3,0,,http://ufcstats.com/fighter-details/8270c00fae24c922
1983,Diego,Lopes,,180.34,145.0,182.88,Orthodox,1994-12-30,22,6,0,,http://ufcstats.com/fighter-details/f166e93d04a8c274
1982,Bruno,Lopes,Brunao,187.96,205.0,190.5,Orthodox,1993-04-24,11,1,0,,http://ufcstats.com/fighter-details/0abcf6bc47191219
1981,Ivan,Lopez,,167.64,135.0,,Southpaw,,14,3,1,,http://ufcstats.com/fighter-details/0db9d2486d564a3c
1980,Steve,Lopez,,180.34,155.0,,Orthodox,1984-07-30,13,6,1,,http://ufcstats.com/fighter-details/6085ceb59087514b
1979,Federico,Lopez,Kiko,162.56,139.0,,Orthodox,,10,6,0,,http://ufcstats.com/fighter-details/9681e0ce67dc978b
1978,Jorge,Lopez,,177.8,170.0,,Orthodox,1988-11-21,11,5,0,,http://ufcstats.com/fighter-details/ee624ee2a18f2a43
1977,Christopher,Lopez,,177.8,170.0,,,1986-01-30,9,1,0,1.0,http://ufcstats.com/fighter-details/5148a665aa527865
1976,Matthew,Lopez,,170.18,135.0,175.26,Southpaw,1987-01-21,10,4,0,,http://ufcstats.com/fighter-details/2fc7e9701642ca38
1975,Benito,Lopez,Golden Boy,177.8,135.0,185.42,Switch,1994-04-06,10,2,0,,http://ufcstats.com/fighter-details/773f7feacf96153e
1974,Gustavo,Lopez,,165.1,135.0,170.18,Orthodox,1989-06-27,12,6,1,,http://ufcstats.com/fighter-details/93b62c5f2ba18e51
1973,Brendan,Loughnane,,177.8,145.0,177.8,Switch,1989-12-05,17,3,0,,http://ufcstats.com/fighter-details/b788862dd1c11eac
1972,Nate,Loughran,,187.96,185.0,,Orthodox,1980-07-28,11,2,0,,http://ufcstats.com/fighter-details/cbf94e4c4af4ff6d
1971,Caolan,Loughran,The Don,167.64,135.0,172.72,Orthodox,1996-05-18,8,1,0,,http://ufcstats.com/fighter-details/42ac4020cba261ad
1970,Rashard,Lovelace,,,155.0,,,,4,1,0,,http://ufcstats.com/fighter-details/e601d71cf8e5be22
1969,Ian,Loveland,The Barn Owl,172.72,145.0,,Orthodox,1983-09-07,18,10,0,,http://ufcstats.com/fighter-details/eea0274e153256a0
1968,Jakob,Lovstad,The Striking Viking,190.5,205.0,,Orthodox,,11,4,0,,http://ufcstats.com/fighter-details/ad044be25c94dcfd
1967,Waylon,Lowe,,170.18,145.0,,Southpaw,1980-10-31,16,7,0,2.0,http://ufcstats.com/fighter-details/28f62d866c59c709
1966,Brandon,Lowe,,,155.0,,,,2,1,0,,http://ufcstats.com/fighter-details/78ac94d54aa7f378
1965,Joe,Lowry,,180.34,155.0,185.42,Orthodox,1989-12-12,9,2,0,,http://ufcstats.com/fighter-details/86248c84834238e7
1964,Lu,Kai,The Last Gladiator,175.26,145.0,175.26,Orthodox,1994-03-01,8,5,0,1.0,http://ufcstats.com/fighter-details/a2d23e684b3db732
1963,Lu,Zhengyong,,,125.0,,,,12,7,0,,http://ufcstats.com/fighter-details/dc1bfd47c3b21ad3
1962,Robert,Lucarelli,,187.96,245.0,,,,0,1,0,,http://ufcstats.com/fighter-details/96087e90d900f0ef
1961,Matt,Lucas,Luke Duke,185.42,205.0,,,,15,3,0,,http://ufcstats.com/fighter-details/668222c99c5c311d
1960,Cleber,Luciano,,167.64,155.0,,,,14,6,0,,http://ufcstats.com/fighter-details/9bdebbf2735d14c2
1959,Stephanie,Luciano,Rondinha,167.64,115.0,165.1,Orthodox,1999-12-16,5,1,1,,http://ufcstats.com/fighter-details/1b35af4d1529adf6
1958,Iasmin,Lucindo,,160.02,115.0,167.64,Orthodox,2002-01-08,15,5,0,,http://ufcstats.com/fighter-details/abcf2cc6efc42031
1957,Duane,Ludwig,Bang,177.8,170.0,177.8,Orthodox,1978-08-04,21,14,0,,http://ufcstats.com/fighter-details/84ac950d4c1722dd
1956,Mike,Lullo,,172.72,145.0,,Orthodox,1979-07-24,8,3,0,,http://ufcstats.com/fighter-details/e26882820f9e8df5
1955,Dalcha,Lungiambula,Champion,172.72,185.0,193.04,Orthodox,1987-07-31,11,6,0,,http://ufcstats.com/fighter-details/ce632027bf2a871b
1954,Alexandru,Lungu,,182.88,385.0,,Orthodox,1974-09-03,14,4,0,,http://ufcstats.com/fighter-details/4887e5bc4dbb73ff
1953,Vicente,Luque,The Silent Assassin,180.34,170.0,190.5,Orthodox,1991-11-27,22,9,1,,http://ufcstats.com/fighter-details/6d4b63c767106d3a
1952,Thaddeus,Luster,,190.5,210.0,,,,0,1,0,,http://ufcstats.com/fighter-details/505934897b8b4824
1951,Travis,Lutter,The Serial Killer,180.34,185.0,190.5,Orthodox,1973-05-12,10,6,0,,http://ufcstats.com/fighter-details/622f015c81a9b13a
1950,Tucker,Lutz,Top Gun,172.72,145.0,182.88,Orthodox,1994-07-12,12,4,0,,http://ufcstats.com/fighter-details/7832f2f62f04178f
1949,Lv,Zhenhong,,172.72,145.0,170.18,Switch,1993-06-25,16,6,0,,http://ufcstats.com/fighter-details/5a4913108a3b9190
1948,Stevie,Lynch,,177.8,170.0,,Orthodox,,5,2,0,,http://ufcstats.com/fighter-details/710d93f1508f7104
1947,Adam,Lynn,,177.8,155.0,,Orthodox,,17,10,0,1.0,http://ufcstats.com/fighter-details/edfe95e3c33a4bf8
1946,Chris,Lytle,Lights Out,180.34,170.0,172.72,Orthodox,1974-08-18,31,18,5,,http://ufcstats.com/fighter-details/91acd6910b802a9e
1945,Dong,Hyun Ma,Maestro,180.34,155.0,177.8,Orthodox,1988-09-09,16,11,3,,http://ufcstats.com/fighter-details/98a6b2361045898f
1944,Pawan,Maan,,170.18,155.0,177.8,Orthodox,1986-04-06,7,3,1,,http://ufcstats.com/fighter-details/450bacdacd706bcd
1943,William,Macario,Patolino,180.34,170.0,190.5,Orthodox,1991-07-01,9,3,0,,http://ufcstats.com/fighter-details/ed74afc8b5b47a61
1942,Jason,MacDonald,The Athlete,190.5,185.0,203.2,Orthodox,1975-06-03,25,16,0,,http://ufcstats.com/fighter-details/2be6596a9db33bf5
1941,Rob,MacDonald,Maximus,190.5,205.0,198.12,Orthodox,1978-09-05,5,4,0,,http://ufcstats.com/fighter-details/f3388d2cf7ab3f64
1940,Rory,MacDonald,Red King,182.88,170.0,193.04,Orthodox,1989-07-22,19,4,0,,http://ufcstats.com/fighter-details/cbd5d3cdd862e90e
1939,Ryan,MacDonald,Main Event,180.34,135.0,180.34,Switch,1993-03-18,10,2,0,,http://ufcstats.com/fighter-details/35e1f9984ed64206
1938,Clayton,MacFarlane,,,170.0,,,,4,1,0,,http://ufcstats.com/fighter-details/39831e62d12e7ad1
1937,Ilima,Macfarlane,,162.56,125.0,,,,6,0,0,,http://ufcstats.com/fighter-details/8cf90e41646491fd
1936,Valesca,Machado,Tina Black,162.56,115.0,160.02,Orthodox,1996-05-06,8,3,0,1.0,http://ufcstats.com/fighter-details/a1a91dbf41a029c4
1935,Caio,Machado,Bigfoot,193.04,250.0,198.12,Southpaw,1994-07-20,8,1,1,,http://ufcstats.com/fighter-details/89839250eb25c9c1
1934,Lyoto,Machida,The Dragon,185.42,185.0,187.96,Southpaw,1978-05-30,24,8,0,,http://ufcstats.com/fighter-details/f7a7f7118d4b01b6
1933,War,Machine,,180.34,170.0,,Orthodox,1981-11-30,14,5,0,,http://ufcstats.com/fighter-details/cd7bafbeee1f29a0
1932,Anthony,Macias,Mad Dog,175.26,185.0,,Switch,,26,18,0,,http://ufcstats.com/fighter-details/dedc3bb440d09554
1931,Pauline,Macias,PITA,162.56,115.0,162.56,Southpaw,1988-06-27,4,1,0,,http://ufcstats.com/fighter-details/e88b83dea18f5d31
1930,Reza,Madadi,Mad Dog,180.34,155.0,185.42,Orthodox,1978-06-20,14,6,0,,http://ufcstats.com/fighter-details/e25bcbcdaf6537a1
1929,Don,Madge,Magic Man,182.88,155.0,182.88,Southpaw,1990-11-12,9,3,1,,http://ufcstats.com/fighter-details/68c7ad953455c73f
1928,Ryan,Madigan,,182.88,170.0,,Orthodox,,5,3,0,,http://ufcstats.com/fighter-details/a8d521d913df4e31
1927,Victor,Madrigal,Periquito,170.18,135.0,180.34,Orthodox,1990-08-16,15,5,0,,http://ufcstats.com/fighter-details/cc63a5f0089d8ba9
1926,Jon,Madsen,,182.88,240.0,182.88,Orthodox,1980-02-12,8,2,0,,http://ufcstats.com/fighter-details/7691a80e6ca3e55b
1925,Mark,Madsen,The Olympian,172.72,155.0,182.88,Orthodox,1984-09-23,12,1,0,,http://ufcstats.com/fighter-details/da0995f19b749cfa
1924,Yoshiro,Maeda,,170.18,139.0,172.72,Southpaw,1981-10-31,35,16,5,,http://ufcstats.com/fighter-details/a4bf17bd3ba3423b
1923,Leonardo,Mafra,Macarrao,177.8,155.0,177.8,Orthodox,1989-04-25,13,4,0,,http://ufcstats.com/fighter-details/8bbc0cfc01bc1ba1
1922,Vinny,Magalhaes,Pezao,190.5,205.0,190.5,Orthodox,1984-07-02,14,9,0,1.0,http://ufcstats.com/fighter-details/88a9bc81271ccd89
1921,Vinicius,Magalhaes,Draculinho,,145.0,,,1971-07-30,2,1,0,,http://ufcstats.com/fighter-details/1b583c64c23f0c7f
1920,Caio,Magalhaes,Hellboy,185.42,185.0,185.42,Orthodox,1987-12-14,10,3,0,,http://ufcstats.com/fighter-details/0c5c66ddd1886b83
1919,Bernardo,Magalhaes,Trekko,175.26,155.0,,Orthodox,1981-04-08,13,4,0,,http://ufcstats.com/fighter-details/7a613f78dd7ee8f8
1918,Eric,Magana,,,,,,,1,1,0,,http://ufcstats.com/fighter-details/8db1b36dde268ef6
1917,Brandon,Magana,,,170.0,,Orthodox,,6,2,0,,http://ufcstats.com/fighter-details/2015c944226ad2df
1916,Angela,Magana,Your Majesty,154.94,115.0,165.1,Orthodox,1983-08-02,11,9,0,,http://ufcstats.com/fighter-details/bd878a638e0e3be3
1915,Neil,Magny,The Haitian Sensation,190.5,170.0,203.2,Orthodox,1987-08-03,28,12,0,,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5
1914,Raimond,Magomedaliev,,185.42,170.0,190.5,Orthodox,1990-06-10,10,1,0,,http://ufcstats.com/fighter-details/d16373b3568678d4
1913,Ibragim,Magomedov,,182.88,250.0,,Orthodox,,22,8,1,,http://ufcstats.com/fighter-details/e7e970d508529bf3
1912,Rashid,Magomedov,Highlander,175.26,155.0,177.8,Orthodox,1984-11-29,20,2,0,,http://ufcstats.com/fighter-details/7ea1f74cef32f906
1911,Ruslan,Magomedov,Leopard,190.5,242.0,198.12,Orthodox,1986-11-26,14,1,0,,http://ufcstats.com/fighter-details/369e1ce458ef50a6
1910,Abus,Magomedov,,187.96,185.0,198.12,Orthodox,1990-09-02,25,5,1,,http://ufcstats.com/fighter-details/36b8f265bcd1b7a4
1909,Shara,Magomedov,Bullet,187.96,185.0,,,1994-05-16,11,0,0,,http://ufcstats.com/fighter-details/06734ca9d88dec3a
1908,Zabit,Magomedsharipov,,185.42,145.0,185.42,Orthodox,1991-03-01,18,1,0,,http://ufcstats.com/fighter-details/87aa9fb63d6b51a1
1907,John,Maguire,The One,175.26,155.0,175.26,Southpaw,1983-05-19,24,9,0,,http://ufcstats.com/fighter-details/1a7745388839e52b
1906,Lolohea,Mahe,,,,,,,10,4,1,,http://ufcstats.com/fighter-details/fb0b6593cec84356
1905,Michelle,Maher,,,145.0,,,,1,2,0,,http://ufcstats.com/fighter-details/118463dd8db16e7f
1904,Maheshate,,,182.88,155.0,180.34,Orthodox,1999-12-01,9,3,0,,http://ufcstats.com/fighter-details/8c1ca54b5089d199
1903,Bill,Mahood,The Butcher,190.5,200.0,,Orthodox,1967-02-01,20,7,1,1.0,http://ufcstats.com/fighter-details/ae58685caf8e4a0d
1902,Klayton,Mai,,175.26,125.0,,,1986-11-30,8,3,0,,http://ufcstats.com/fighter-details/7a9c1bb08a743d7f
1901,Demian,Maia,,185.42,170.0,182.88,Southpaw,1977-11-06,28,11,0,,http://ufcstats.com/fighter-details/427b5953ac8e3a27
1900,Jennifer,Maia,,162.56,125.0,162.56,Orthodox,1988-10-06,21,9,1,,http://ufcstats.com/fighter-details/8e1f36476ef02a6a
1899,Nayara,Maia,Capita,165.1,125.0,167.64,Orthodox,1990-07-25,7,1,1,,http://ufcstats.com/fighter-details/03b1b79b34eaf217
1898,Roshan,Mainam,The Indian Notorious,,135.0,,,,6,3,0,,http://ufcstats.com/fighter-details/b301292b1bc92bdb
1897,Levan,Makashvili,The Hornet,172.72,145.0,172.72,Orthodox,1989-01-07,15,2,1,,http://ufcstats.com/fighter-details/938ad489fb7a1f31
1896,John,Makdessi,The Bull,172.72,155.0,172.72,Orthodox,1985-05-03,18,9,0,,http://ufcstats.com/fighter-details/c21a036b4e012f1c
1895,Islam,Makhachev,,177.8,155.0,177.8,Southpaw,1991-10-27,24,1,0,,http://ufcstats.com/fighter-details/275aca31f61ba28c
1894,Aliev,Makhmud,,167.64,195.0,,Southpaw,1970-02-13,0,1,0,,http://ufcstats.com/fighter-details/3d481aa374c954a1
1893,Zach,Makovsky,Fun Size,162.56,125.0,162.56,Southpaw,1983-04-19,20,8,0,,http://ufcstats.com/fighter-details/57ab4d7c0bc09a30
1892,Azat,Maksum,Qazaq,170.18,125.0,177.8,Southpaw,1995-02-02,17,0,0,,http://ufcstats.com/fighter-details/7f1bf0c255ec8756
1891,Jeremy,Malaterre,,180.34,155.0,,,,4,2,0,,http://ufcstats.com/fighter-details/110404b505fb562c
1890,Fabio,Maldonado,Caipira de Aco,185.42,205.0,190.5,Orthodox,1980-03-17,23,11,0,,http://ufcstats.com/fighter-details/1fb80f46d3c105d9
1889,Marvin,Maldonado,The Bulldog,167.64,135.0,,,,2,4,0,1.0,http://ufcstats.com/fighter-details/e5ce754b01f922be
1888,Bea,Malecki,,175.26,135.0,187.96,Orthodox,1991-08-23,4,1,0,,http://ufcstats.com/fighter-details/b60c980f79b87ce8
1887,Nazareno,Malegarie,El Tigre,172.72,155.0,,,1986-05-16,28,4,0,,http://ufcstats.com/fighter-details/d38e8c6ae2dfc051
1886,Carl,Malenko,,180.34,200.0,,Orthodox,,6,4,0,,http://ufcstats.com/fighter-details/a314687f372b2cec
1885,Jacob,Malkoun,Mamba,175.26,185.0,185.42,Orthodox,1995-08-26,7,3,0,,http://ufcstats.com/fighter-details/d4270315cbcf2569
1884,Mike,Malott,Proper,185.42,170.0,185.42,Orthodox,1991-11-07,10,1,1,,http://ufcstats.com/fighter-details/dd6103dd7127db1d
1883,Dan,Manasoiu,,,,,,,0,0,0,,http://ufcstats.com/fighter-details/eefc73b53d4a05d7
1882,Troy,Mandaloniz,Rude Boy,175.26,170.0,,Orthodox,1980-02-01,3,2,0,,http://ufcstats.com/fighter-details/725a834930c2b5bf
1881,Nate,Maness,Mayhem,177.8,125.0,182.88,Orthodox,1991-06-27,14,3,0,,http://ufcstats.com/fighter-details/6e9f40c706f91f32
1880,Michael,Mangan,,,155.0,,,,0,3,0,,http://ufcstats.com/fighter-details/9297ce6eee046f7a
1879,Gary,Mangat,,170.18,135.0,,,,15,3,0,,http://ufcstats.com/fighter-details/1c0ffc63d8ec8f45
1878,Melvin,Manhoef,No Mercy,175.26,185.0,,Orthodox,1976-05-11,30,14,1,2.0,http://ufcstats.com/fighter-details/e5767ed355a937c2
1877,Melchor,Manibusan,Barracuda,165.1,154.0,,Southpaw,1976-12-27,2,4,0,,http://ufcstats.com/fighter-details/b6c6d1731ff00eeb
1876,Jon,Manley,,185.42,170.0,,Orthodox,1986-07-07,9,4,0,,http://ufcstats.com/fighter-details/a0602dd050bebefc
1875,Steve,Mann,,185.42,170.0,,,,12,5,0,,http://ufcstats.com/fighter-details/0eef1bf99afd4ff2
1874,Marnic,Mann,The Sawed-Off Savage,152.4,115.0,162.56,Southpaw,1993-03-05,6,2,0,,http://ufcstats.com/fighter-details/b6203e0492a9336c
1873,Dylan,Mantello,The Quiet Man,185.42,155.0,185.42,Orthodox,1992-11-19,7,3,0,,http://ufcstats.com/fighter-details/e192ebb85b68fa9e
1872,Chris,Manuel,,175.26,135.0,,Orthodox,1987-07-21,9,7,2,,http://ufcstats.com/fighter-details/a23e63184c65f5b8
1871,Jimi,Manuwa,Poster Boy,185.42,205.0,200.66,Orthodox,1980-02-18,17,6,0,,http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e
1870,Cristiano,Marcello,,175.26,155.0,182.88,Orthodox,1977-12-03,13,6,0,,http://ufcstats.com/fighter-details/ff4c3ab594c7fac3
1869,Daniel,Marcos,Soncora,170.18,135.0,175.26,Orthodox,1993-03-07,15,0,0,,http://ufcstats.com/fighter-details/850266b3dc4e506e
1868,Jose,Maria,No Chance,165.1,125.0,,Orthodox,1982-01-04,37,7,0,2.0,http://ufcstats.com/fighter-details/b35ba64b6a2bbcb3
1867,Marcos,Mariano,Dhalsim,185.42,155.0,193.04,Switch,1986-10-12,6,6,0,,http://ufcstats.com/fighter-details/72e5e5a6edfa8223
1866,Enrique,Marin,Wasabi,177.8,170.0,,,1986-09-02,10,4,0,,http://ufcstats.com/fighter-details/23a6e307077c6ccc
1865,Chepe,Mariscal,Machine Gun,170.18,145.0,175.26,Orthodox,1992-10-27,15,6,1,,http://ufcstats.com/fighter-details/e0c6edcb5b5d0b90
1864,Ronny,Markes,,185.42,185.0,190.5,Orthodox,1988-04-21,17,5,0,,http://ufcstats.com/fighter-details/bd21a1e3d41c97ee
1863,Rory,Markham,,182.88,170.0,180.34,Orthodox,1982-03-25,17,6,0,,http://ufcstats.com/fighter-details/23a16ebe733e3041
1862,Randa,Markos,Quiet Storm,162.56,115.0,160.02,Orthodox,1985-08-10,11,12,1,,http://ufcstats.com/fighter-details/4a57ebb14315b251
1861,Christina,Marks,,170.18,125.0,175.26,Orthodox,1985-11-08,8,9,0,,http://ufcstats.com/fighter-details/c7be22a47a58365a
1860,Nate,Marquardt,The Great,182.88,185.0,187.96,Orthodox,1979-04-20,35,19,2,,http://ufcstats.com/fighter-details/a8e6a69796280f17
1859,Danilo,Marques,,198.12,205.0,195.58,Orthodox,1985-12-26,11,4,0,,http://ufcstats.com/fighter-details/687c15b2eddfaa63
1858,Julian,Marquez,The Cuban Missile Crisis,187.96,185.0,182.88,Orthodox,1990-05-08,9,4,0,,http://ufcstats.com/fighter-details/d0e1b42d41dab603
1857,Carmelo,Marrero,The Fury,182.88,205.0,185.42,Orthodox,1981-01-26,16,6,0,1.0,http://ufcstats.com/fighter-details/aa03a3ca00ac6827
1856,Cesar,Marscucci,,,,,,,3,2,0,,http://ufcstats.com/fighter-details/e8efeb9cf33b1941
1855,John,Marsh,,182.88,265.0,,Orthodox,1970-09-15,8,7,0,,http://ufcstats.com/fighter-details/b6b12014698cc345
1854,CJ,Marsh,,,,,,,5,7,0,,http://ufcstats.com/fighter-details/4c91eb190d5e0dd9
1853,Eliot,Marshall,Fire,187.96,205.0,195.58,Orthodox,1980-07-07,10,4,0,,http://ufcstats.com/fighter-details/a08d909a5be6f410
1852,Doug,Marshall,The Rhino,177.8,205.0,,Orthodox,1975-09-09,18,8,0,,http://ufcstats.com/fighter-details/0c1773639c795466
1851,David,Marshall,,187.96,170.0,,,1984-08-24,8,4,0,,http://ufcstats.com/fighter-details/0a2813f89a758ff7
1850,Francis,Marshall,Fire,175.26,145.0,182.88,Orthodox,1999-03-03,7,2,0,,http://ufcstats.com/fighter-details/5d495dec23d7c68e
1849,Jack,Marshman,The Hammer,182.88,185.0,185.42,Orthodox,1989-12-19,23,10,0,,http://ufcstats.com/fighter-details/045f25b3a4c08e81
1848,Terry,Martin,,172.72,185.0,180.34,Orthodox,1980-10-10,23,11,0,,http://ufcstats.com/fighter-details/6a92caba39b64752
1847,Eric,Martin,,,,,,,0,1,0,,http://ufcstats.com/fighter-details/abbc4fc02e0d84b3
1846,Justin,Martin,,182.88,185.0,,,,4,3,0,,http://ufcstats.com/fighter-details/3da19339ee7051d5
1845,Dave,Martin,,182.88,205.0,,,,0,2,0,,http://ufcstats.com/fighter-details/92c96df8bdab5fea
1844,Joe,Martin,,175.26,170.0,,,,6,8,0,,http://ufcstats.com/fighter-details/325550dab63fb25a
1843,Anthony,Rocco Martin,,182.88,170.0,185.42,Orthodox,1989-12-11,17,6,0,,http://ufcstats.com/fighter-details/5331b25a60417ffb
1842,Mallory,Martin,,162.56,115.0,160.02,Orthodox,1994-01-29,7,5,0,,http://ufcstats.com/fighter-details/19b7738321cfae42
1841,Michal,Martinek,,187.96,230.0,,Southpaw,1990-04-19,7,1,0,,http://ufcstats.com/fighter-details/9acf42aebe9bb895
1840,Rainy,Martinez,,182.88,199.0,,Orthodox,,0,2,0,,http://ufcstats.com/fighter-details/577ec7e108b94be3
1839,Danny,Martinez,The Gremlin,167.64,125.0,170.18,Orthodox,1985-06-14,21,8,0,,http://ufcstats.com/fighter-details/8a9c6c4301f6d088
1838,Alonzo,Martinez,Zo Diddy,177.8,155.0,,,1984-04-22,42,20,1,,http://ufcstats.com/fighter-details/feffee4fc6da3aa3
1837,Henry,Martinez,Sicario,170.18,155.0,175.26,Southpaw,1983-08-07,9,4,0,,http://ufcstats.com/fighter-details/76729a829623e266
1836,Jonathan,Martinez,Dragon,172.72,135.0,177.8,Southpaw,1994-04-20,18,4,0,,http://ufcstats.com/fighter-details/f2477cf43c4975cc
1835,Poppies,Martinez,The Tachi Kid,175.26,145.0,,,1983-08-19,29,11,0,,http://ufcstats.com/fighter-details/8851bb0418d27d28
1834,Andrew,Martinez,Mickey D,175.26,215.0,,,,9,6,0,,http://ufcstats.com/fighter-details/f8c2aba4815876b5
1833,Mana,Martinez,ManaBoi,177.8,135.0,177.8,Orthodox,1996-03-25,10,4,0,,http://ufcstats.com/fighter-details/c0386644627a7ee5
1832,Victor,Martinez,The Brick,172.72,155.0,177.8,Orthodox,1991-07-17,13,5,0,,http://ufcstats.com/fighter-details/3e708ce33b6b18e6
1831,Roque,Martinez,,177.8,250.0,182.88,Orthodox,1986-03-04,15,8,2,,http://ufcstats.com/fighter-details/2c5a0b8317f8f27a
1830,Melissa,Martinez,Super Mely,157.48000000000002,115.0,167.64,Southpaw,1997-08-18,7,1,0,,http://ufcstats.com/fighter-details/3f4c3bc822bea45d
1829,Wagner,da Conceicao Martins,Zuluzinho,200.66,390.0,,Orthodox,1978-05-19,9,8,0,1.0,http://ufcstats.com/fighter-details/563d051c9e769b24
1828,Adriano,Martins,,177.8,155.0,182.88,Southpaw,1982-12-16,28,9,0,,http://ufcstats.com/fighter-details/7dcf06c1967801c1
1827,Lucas,Martins,Mineiro,182.88,145.0,182.88,Southpaw,1988-11-11,19,3,0,,http://ufcstats.com/fighter-details/7413b80dbb0f8f9f
1826,Max,Martyniouk,Payne,,155.0,,,,1,1,0,,http://ufcstats.com/fighter-details/69d3fa376ff2595e
1825,Bristol,Marunde,,185.42,170.0,190.5,Orthodox,1982-04-20,16,10,0,,http://ufcstats.com/fighter-details/a17322f99ddfd8e9
1824,Shoji,Maruyama,,170.18,139.0,,Orthodox,1983-04-24,12,9,1,,http://ufcstats.com/fighter-details/c046100aea0dba9a
1823,Kazuma,Maruyama,Gluttony,180.34,155.0,182.88,Orthodox,1992-07-19,11,7,0,,http://ufcstats.com/fighter-details/aa1a873d05acc7eb
1822,Mike,Massenzio,The Master of Disaster,187.96,185.0,185.42,Southpaw,1982-11-01,13,9,0,,http://ufcstats.com/fighter-details/5b2d7906aa894274
1821,Jameel,Massouh,,177.8,145.0,182.88,Orthodox,1984-09-12,26,9,0,,http://ufcstats.com/fighter-details/883922e5cd6d8473
1820,Tiffany,Masters,Rainbow Renegade,160.02,115.0,165.1,Orthodox,1994-07-31,2,1,0,,http://ufcstats.com/fighter-details/ca743f96dd2063d5
1819,Jorge,Masvidal,Gamebred,180.34,170.0,187.96,Orthodox,1984-11-12,35,17,0,,http://ufcstats.com/fighter-details/47b9e0e7703a4868
1818,Al,Matavao,Sweetness,172.72,205.0,170.18,Orthodox,1994-02-23,8,3,0,,http://ufcstats.com/fighter-details/eec3fe66a8b11a26
1817,Tateki,Matsuda,Tech,170.18,125.0,,Orthodox,1986-02-27,13,8,0,,http://ufcstats.com/fighter-details/3a524c6700addc24
1816,Daijiro,Matsui,,175.26,200.0,,Orthodox,1972-12-05,13,29,7,,http://ufcstats.com/fighter-details/cd42bbe8887bba90
